topic,keyword,importance
1,cell,0.06222391
1,line,0.050265
1,mirna,0.020249795
1,producer,0.018068787
1,small,0.01258789
1,unique,0.010030692
1,such,0.009948276
1,structural,0.009710249
1,medical,0.009035649
1,provenance_attestation,0.0089224
1,robust_unclonable,0.0089224
1,ensure,0.008862199
1,enable,0.008742376
1,protocol,0.008618966
1,introduce,0.007950799
1,biological,0.007380214
1,developer,0.007028949
1,assay,0.0069770785
1,also,0.006862665
1,protect,0.006540673
1,investment,0.006540549
1,creation,0.006539337
1,source,0.006275228
1,dataset,0.0060488367
1,associate,0.006008381
1,show,0.0057749646
1,variation,0.0057642995
1,simultaneously,0.005608809
1,coding,0.0055328743
1,herein,0.005508849
2,medication,0.039370462
2,pgx,0.038812537
2,patient,0.03265049
2,scale,0.025631696
2,system,0.017371034
2,sample,0.016023379
2,aim,0.014962203
2,healthcare,0.0136405
2,ongoing,0.012713812
2,shallow,0.0127051305
2,tracking,0.0113550415
2,far,0.0113329915
2,agent,0.011194148
2,large,0.010750661
2,week,0.008769815
2,hour,0.00875392
2,psychometric,0.008565281
2,service,0.0076990454
2,expect,0.0073092636
2,cost,0.0072819227
2,produce,0.006681691
2,even,0.006376915
2,prediction,0.006233792
2,follow,0.0060293684
2,approach,0.0059023607
2,protein,0.0058342526
2,reduce,0.005658253
2,indication,0.005489115
2,existence,0.0054874993
2,effect,0.005351279
3,assay,0.03013168
3,chromatin,0.027411034
3,sample,0.02379914
3,cell,0.016199375
3,use,0.016021013
3,development,0.013698634
3,tissue,0.012349118
3,epigenetic,0.010045744
3,validate,0.009871653
3,map,0.009520991
3,profiling,0.009334638
3,control,0.009330481
3,quantitative,0.009086196
3,mapping,0.009019865
3,tool,0.007999314
3,input,0.007860536
3,gene,0.0077798185
3,profile,0.00768657
3,interaction,0.0075722146
3,workflow,0.0074891145
3,feature,0.00720669
3,generate,0.0069794524
3,kit,0.0068830666
3,genomic,0.00683785
3,spike,0.006794041
3,cutana,0.006578063
3,protein,0.0065635135
3,fold,0.0065322183
3,regulation,0.0060362527
3,product,0.0060083186
4,datum,0.045019794
4,support,0.028016137
4,platform,0.01992838
4,genomic,0.016816087
4,data,0.014400212
4,cost,0.014239712
4,commercial,0.013167702
4,mave,0.012400678
4,generate,0.0114508
4,alert,0.011379636
4,large,0.010255953
4,case,0.009793326
4,decision,0.009570746
4,lab,0.009480541
4,time,0.009301342
4,analysis,0.009021876
4,currently,0.008649688
4,test,0.008598798
4,application,0.007976341
4,perform,0.007939908
4,variant,0.007338505
4,issue,0.007315377
4,company,0.0070823575
4,throughput,0.006968726
4,interpretation,0.006923225
4,ensure,0.0067638974
4,tool,0.0067351405
4,fragment,0.0066619897
4,medicine,0.0065733707
4,widespread,0.006247002
5,cell,0.038799334
5,single,0.028522545
5,technology,0.026353227
5,reduce,0.016117044
5,unbiased,0.014319987
5,mirna,0.013752081
5,library,0.01356467
5,enzymatic,0.012543717
5,synthesis,0.011968875
5,profile,0.009971204
5,detection,0.009879115
5,far,0.009826661
5,proprietary,0.00922917
5,low,0.009151172
5,enzyme,0.00904752
5,small,0.008903488
5,rna,0.008809628
5,much,0.008283086
5,dramatically,0.0080965245
5,create,0.007980719
5,highly,0.007939317
5,dna,0.007879476
5,also,0.0073694703
5,input,0.007358281
5,gene,0.0071657035
5,play,0.007089671
5,preparation,0.0066998857
5,state_art,0.006685303
5,kit,0.00651187
5,line,0.0064512026
6,modification,0.02654652
6,sample,0.022901826
6,protein,0.020543233
6,reader,0.014435795
6,clinical,0.013904221
6,type,0.011656199
6,cassette,0.011647158
6,more,0.011639167
6,change,0.011558369
6,dynamic,0.011234279
6,translation,0.010697641
6,cell,0.010077783
6,sensitivity,0.009446396
6,new,0.009392185
6,quantity,0.009369881
6,remove,0.00931511
6,commercial,0.009011196
6,degradation,0.008509675
6,progression,0.008370651
6,assay,0.008212637
6,cellular,0.008085927
6,drug,0.007853613
6,target,0.0074416483
6,multiple,0.0071026995
6,significant,0.006930819
6,processing,0.006732087
6,validation,0.006670668
6,barcode,0.0065226285
6,validate,0.0064663263
6,workflow,0.006407317
7,analysis,0.057545472
7,pipeline,0.029540539
7,platform,0.026859846
7,datum,0.02575122
7,biologist,0.017391214
7,interface,0.016262557
7,user_friendly,0.015891138
7,create,0.015881285
7,bioinformatician,0.014447573
7,data,0.013639622
7,computational,0.012253554
7,exist,0.009974927
7,collaboration,0.009512321
7,describe,0.009471995
7,require,0.009126162
7,make,0.008717287
7,proposal,0.008046929
7,allow,0.007266314
7,aim,0.007151598
7,reproducible,0.0058235154
7,majority,0.005815997
7,way,0.0054059895
7,experimentalist,0.005325196
7,instruction,0.0053251847
7,plan,0.005281975
7,phase,0.0052381554
7,many,0.0051799775
7,test,0.0050879703
7,help,0.0048975213
7,universal,0.0048201266
8,disease,0.032740932
8,patient,0.03269728
8,variant,0.029726725
8,datum,0.024309264
8,rare,0.017985485
8,microrna,0.014267261
8,target,0.012964592
8,gene,0.011165665
8,genetic,0.011139468
8,micrornas,0.01064325
8,expand,0.010056177
8,community,0.008969405
8,effect,0.008732323
8,aim,0.00795878
8,team,0.0075806635
8,preserve,0.0070435302
8,privacy,0.0069006123
8,therapeutic,0.0063728974
8,evidence,0.0062419665
8,experiment,0.0061957086
8,researcher,0.0061601177
8,engagement,0.006124581
8,global,0.0056686965
8,perform,0.005649846
8,chimeric_eclip,0.0055844802
8,model,0.005574719
8,biomedical,0.0055448334
8,functional,0.005504612
8,facilitate,0.005453356
8,ecosystem,0.0053938604
9,cancer,0.027961949
9,treatment,0.016745996
9,cfdna,0.015021561
9,detection,0.015002453
9,method,0.014893844
9,cell,0.011486548
9,non,0.011396027
9,specific,0.008878669
9,tumor,0.008758134
9,model,0.008737266
9,diagnostic,0.00848266
9,biomarker,0.008266108
9,urine,0.008239617
9,propose,0.008084951
9,tissue,0.0074571464
9,methylate,0.007090723
9,end,0.0070865536
9,patient,0.0068617184
9,detect,0.0066677434
9,library,0.0065203984
9,pattern,0.006218385
9,preparation,0.0059354855
9,diagnosis,0.0057660392
9,free,0.0057120286
9,test,0.0056902342
9,dual,0.005569829
9,study,0.00545084
9,lung,0.00531328
9,as,0.0051790597
9,ctdna,0.0051403716
10,sequence,0.04021744
10,new,0.011565962
10,genome,0.011086096
