topic,keyword,importance
1,drug,0.028153757
1,infection,0.016077794
1,target,0.01035017
1,lead,0.008883807
1,pathogen,0.008365052
1,compound,0.007863809
1,antibiotic,0.007843008
1,resistance,0.0072075417
1,treatment,0.0068806135
1,inhibitor,0.006257936
1,activity,0.0052252337
1,resistant,0.0051604174
1,antifungal,0.0051584905
1,new,0.004937745
1,host,0.0048401654
1,bacterial,0.004756126
1,novel,0.0046373457
1,molecule,0.00451159
1,vivo,0.004422568
1,class,0.0041434164
1,kinase,0.0038852266
1,assay,0.003693127
1,agent,0.0036876064
1,gondii,0.0036185756
1,cause,0.0035353217
1,identify,0.0033721896
1,fungal,0.0033029628
1,virus,0.003266137
1,therapeutic,0.0031881654
1,treat,0.0030769955
2,vaccine,0.019634139
2,cell,0.016619256
2,disease,0.0085844835
2,protein,0.006358429
2,antibody,0.005435163
2,mouse,0.0049139764
2,virus,0.00491024
2,immune,0.004785484
2,human,0.004777288
2,candidate,0.0046949843
2,response,0.004283321
2,prevent,0.0042514345
2,treatment,0.0042279363
2,therapeutic,0.004042092
2,epitope,0.0039949873
2,trial,0.003735475
2,development,0.0036070095
2,voc,0.00346058
2,radiation,0.003453055
2,therapy,0.0034294287
2,induce,0.0033852332
2,patient,0.0033254977
2,protect,0.0032216874
2,risk,0.0031676188
2,produce,0.0031313857
2,allergic,0.0030131538
2,model,0.0029975942
2,antigen,0.002974228
2,infection,0.0027787918
2,approach,0.0027540142
3,assay,0.013921976
3,test,0.013806925
3,diagnostic,0.0113103455
3,product,0.009261625
3,patient,0.0073412866
3,sample,0.005792852
3,detection,0.0055929404
3,metabolite,0.005254991
3,antimicrobial,0.005238354
3,clinical,0.004596627
3,sterilization,0.004560223
3,biomarker,0.004514773
3,rapid,0.0044965926
3,blood,0.004454866
3,culture,0.0043766834
3,diagnosis,0.00435734
3,treatment,0.0043158797
3,aim,0.0043086265
3,platform,0.004182573
3,infection,0.003985437
3,detect,0.003918287
3,base,0.0036485812
3,disease,0.0036478643
3,pathogen,0.0035113876
3,process,0.0034769746
3,testing,0.0034766737
3,performance,0.0034595528
3,improve,0.003399787
3,market,0.0033894635
3,demonstrate,0.0032923354
